date,avg_temp,min_temp,max_temp,precipitation
"December, 1973",38.1,31.4,44.8,8.93
"November, 1973",46.9,39.4,54.4,1.78
"October, 1973",58.1,48.4,67.7,3.5
"September, 1973",68,59.1,76.8,3
"August, 1973",76.6,68.6,84.6,2.51
"July, 1973",76.4,67.8,84.9,4.64
"June, 1973",72.4,64.5,80.2,5.9
"May, 1973",58,50.2,65.9,5
"April, 1973",51.9,43.4,60.3,6.96
"March, 1973",45.1,37.5,52.7,3.62
"February, 1973",31.3,23.3,39.2,3.59
"January, 1973",34.1,26.8,41.3,4.3
"December, 1972",37.6,32.7,42.6,5.79
"November, 1972",42.2,36.6,47.7,9.48
"October, 1972",51.3,43,59.6,4.89
"September, 1972",68.1,59.9,76.3,1.49
"August, 1972",73.7,65.1,82.4,1.77
"July, 1972",76,68.2,83.8,4.18
"June, 1972",66.6,59.2,73.9,10.54
"May, 1972",60.8,51.4,70.2,6.88
"April, 1972",47.4,37.8,56.9,3.63
"March, 1972",37.7,29.8,45.6,4.41
"February, 1972",29.6,22,37.1,4.87
"January, 1972",33.5,26,40.9,1.96
"December, 1971",39.5,33,46,1.94
"November, 1971",43.4,37.3,49.6,4.75
"October, 1971",61.1,53.9,68.3,3.79
"September, 1971",69.7,63.2,76.1,6.54
"August, 1971",73.9,65,82.8,9.57
"July, 1971",75.2,66.3,84.1,5.88
"June, 1971",71.6,61.9,81.2,1.58
"May, 1971",58.4,49.4,67.5,3.78
"April, 1971",48.4,38.8,58,2.64
"March, 1971",38.6,31.5,45.7,3.38
"February, 1971",33.4,27.2,39.5,4.98
"January, 1971",26.4,19.6,33.2,2.33
"December, 1970",33.9,28.6,39.3,2.55
"November, 1970",46.9,40.8,53.1,5.14
"October, 1970",57.6,49.8,65.5,2.92
"September, 1970",69.1,60.4,77.8,2.35
"August, 1970",76.1,67,85.2,3.28
"July, 1970",75.8,67.4,84.2,2.23
"June, 1970",69.5,60.8,78.2,2.54
"May, 1970",61.9,52.3,71.4,2.82
"April, 1970",49.9,40.6,59.1,3.58
"March, 1970",37,30,43.9,3.33
"February, 1970",31.5,23.5,39.5,4.06
"January, 1970",23.8,16.8,30.7,0.64
"December, 1969",32.1,26.6,37.6,5.96
"November, 1969",44.1,37.4,50.8,3.8
"October, 1969",55.4,46.2,64.5,1.7
"September, 1969",67.2,58.5,75.8,5.51
"August, 1969",75.4,66.5,84.2,3.36
"July, 1969",73.1,65.8,80.5,7.47
"June, 1969",70.7,61.7,79.6,3.98
"May, 1969",61.8,51.9,71.8,2.88
"April, 1969",53.1,43.3,62.8,4.18
"March, 1969",37.8,30.1,45.4,3.11
"February, 1969",30.6,25.1,36.2,2.59
"January, 1969",29.6,23.6,35.6,1.49
"December, 1968",32.2,25.6,38.9,4.2
"November, 1968",44.4,38.3,50.4,5.15
"October, 1968",58.4,50.2,66.5,2.2
"September, 1968",69,59.5,78.4,2.69
"August, 1968",74.9,65.8,84,2.71
"July, 1968",76.6,67.5,85.8,1.5
"June, 1968",68.6,60.1,77.2,5.13
"May, 1968",58.2,49.4,67.1,7.12
"April, 1968",53.1,42,64.2,2.62
"March, 1968",41.6,33.6,49.7,4.98
"February, 1968",27.9,19.9,35.9,1.1
"January, 1968",25.3,18.2,32.5,2.13
"December, 1967",36.9,30.6,43.2,5.8
"November, 1967",40.7,34.2,47.2,2.52
"October, 1967",55.7,47.1,64.2,3.24
"September, 1967",65.4,55.9,75,1.65
"August, 1967",72.9,65.4,80.4,6.19
"July, 1967",74.6,66.8,82.4,5.81
"June, 1967",71.5,61.3,81.6,3.03
"May, 1967",54,45.3,62.6,3.85
"April, 1967",48.8,39.2,58.4,2.94
"March, 1967",36,28.2,43.9,6.05
"February, 1967",28.6,20.5,36.8,2.49
"January, 1967",36.1,29.6,42.7,1.26
"December, 1966",34.9,28.6,41.3,3.23
"November, 1966",46.9,39.1,54.7,3.78
"October, 1966",54.7,45.4,63.9,4.3
"September, 1966",65.4,57.4,73.4,7.61
"August, 1966",75.1,65.3,84.8,2.24
"July, 1966",77.9,66.9,88.9,1
"June, 1966",72.1,61.7,82.4,1.09
"May, 1966",57.7,48.8,66.6,4
"April, 1966",47,38.6,55.4,2.4
"March, 1966",40.6,32.7,48.6,1.82
"February, 1966",32.5,25.7,39.3,3.92
"January, 1966",29.8,23,36.6,2.64
"December, 1965",37.5,31,44.1,1.89
"November, 1965",44,37,51,1.66
"October, 1965",54.6,45.8,63.4,3.11
"September, 1965",67.6,59.1,76,2.46
"August, 1965",73,63.6,82.2,3.7
"July, 1965",73.9,64.3,83.6,2.75
"June, 1965",69.7,59,80.3,1.16
"May, 1965",65,53.9,76,1.54
"April, 1965",48.2,39.1,57.4,2.64
"March, 1965",38.1,30.9,45.2,2.31
"February, 1965",31.6,23.7,39.4,3.45
"January, 1965",27.8,21,34.6,2.91
"December, 1964",34.9,29.2,40.7,4.39
"November, 1964",47.5,39.2,55.8,2.06
"October, 1964",53.8,44.3,63.4,1.45
"September, 1964",66.7,56.8,76.7,1.57
"August, 1964",71.7,62,81.4,0.66
"July, 1964",74.9,66.2,83.6,4.46
"June, 1964",69.6,59.4,79.7,2.82
"May, 1964",63.9,52.9,74.9,0.95
"April, 1964",48.2,39.8,56.7,5.47
"March, 1964",41.2,32.5,49.9,2.26
"February, 1964",30.7,23.8,37.7,2.85
"January, 1964",32.8,25.5,40.1,4.54
"December, 1963",29.2,23.9,34.6,2.13
"November, 1963",48.6,42,55.2,7.21
"October, 1963",60.1,48.6,71.5,0.27
"September, 1963",62.6,52.8,72.3,4.27
"August, 1963",71.3,62.2,80.5,2.32
"July, 1963",75.1,65.5,84.7,3.82
"June, 1963",69.8,59.7,79.9,1.93
"May, 1963",59.4,48.9,69.9,2.7
"April, 1963",51,40.7,61.2,1.19
"March, 1963",40.6,33.3,48,3.73
"February, 1963",26.2,17.7,34.7,2.43
"January, 1963",28.1,21.1,35.1,2.47
"December, 1962",30.2,23.3,37.1,2.59
"November, 1962",41,33.7,48.3,4.64
"October, 1962",55.7,47,64.5,4.12
"September, 1962",63.3,54.8,71.8,3.44
"August, 1962",71.5,62.6,80.3,5.74
"July, 1962",72.5,62.6,82.3,2.11
"June, 1962",70.9,61,80.8,3.93
"May, 1962",62,51.5,72.6,1.37
"April, 1962",50.6,40.8,60.5,3.71
"March, 1962",40,31.6,48.3,3.32
"February, 1962",29.2,22.8,35.7,4.48
"January, 1962",30.6,23.2,38.2,2.82
"December, 1961",34,28.3,39.8,3.56
"November, 1961",46.5,39.9,53.2,2.91
"October, 1961",58.9,49.9,68,2.24
"September, 1961",72.6,63.7,81.5,2.41
"August, 1961",74.5,66.6,82.5,4.48
"July, 1961",76,67.4,84.5,6.17
"June, 1961",70.4,60.6,80.3,2.76
"May, 1961",57.7,49,66.4,3.76
"April, 1961",47,39.3,54.7,6.31
"March, 1961",39.6,31.6,47.5,4.95
"February, 1961",34.1,25.9,42.2,3.62
"January, 1961",25.4,18.5,32.4,2.84
"December, 1960",29.2,21.4,37,3.19
"November, 1960",47.3,39.1,55.5,2.65
"October, 1960",56,46.6,65.3,2.32
"September, 1960",66.2,58.6,73.9,7.11
"August, 1960",73.5,65.2,81.8,5.36
"July, 1960",73.5,64.6,82.4,8.33
"June, 1960",70.3,61,79.6,1.45
"May, 1960",60.9,51.8,70,3.89
"April, 1960",52.9,42.6,63.1,3.15
"March, 1960",32.1,24.7,39.6,2.87
"February, 1960",35.1,28.2,41.9,5.02
"January, 1960",32.6,26.9,38.3,3.13
"December, 1959",37,30.8,43.2,4.76
"November, 1959",44.2,36.8,51.7,4.08
"October, 1959",58.4,50.9,65.9,5.71
"September, 1959",70.3,61.1,79.5,1.91
"August, 1959",76.4,67.9,84.8,5.11
"July, 1959",75.5,67.3,83.7,4.05
"June, 1959",70.1,61.1,79,4.59
"May, 1959",63.9,53.6,74.2,1.66
"April, 1959",52,42.5,61.4,2.78
"March, 1959",38.8,30.2,47.3,4.51
"February, 1959",30.3,21.7,38.8,2.01
"January, 1959",29.8,22.6,37.2,2.45
"December, 1958",27.9,21.1,34.8,1.43
"November, 1958",46.2,39.1,53.3,2.72
"October, 1958",54,45.8,62.2,6.26
"September, 1958",66,56.8,75.1,4
"August, 1958",73.7,65.4,82,3.62
"July, 1958",75.6,67.6,83.5,4.23
"June, 1958",66.1,56.9,75.3,2.61
"May, 1958",57.6,49.5,65.8,4.68
"April, 1958",51.2,42.3,60.2,6.78
"March, 1958",39.1,33.2,45,4.57
"February, 1958",26.2,20.1,32.3,4.52
"January, 1958",30.4,24.2,36.7,5.49
"December, 1957",39,33,44.9,6.58
"November, 1957",47.2,40.1,54.3,3.61
"October, 1957",54.5,46,63.1,3.4
"September, 1957",68.2,59.2,77.1,2.95
"August, 1957",71.7,62,81.5,3.17
"July, 1957",76,65.9,86,2.05
"June, 1957",73.1,63.2,83,1.77
"May, 1957",61.7,51.3,72,2.52
"April, 1957",52,42.4,61.5,5.57
"March, 1957",40.5,32.7,48.3,2.7
"February, 1957",35.5,28.4,42.5,2.51
"January, 1957",27.2,20.4,34,1.88
"December, 1956",39.6,32.7,46.4,4
"November, 1956",45.2,37.7,52.6,4.31
"October, 1956",56.4,47.5,65.2,3.56
"September, 1956",63.9,55.6,72.2,3.37
"August, 1956",73.2,64.6,81.7,3.19
"July, 1956",72.4,64.3,80.6,5.01
"June, 1956",70.8,61.1,80.5,3.41
"May, 1956",57.5,47.7,67.3,2.4
"April, 1956",46.7,38.1,55.3,3.53
"March, 1956",36.4,29.2,43.5,4.82
"February, 1956",35.2,28.4,41.9,4.8
"January, 1956",31.1,25.4,36.8,1.93
"December, 1955",28.6,22.1,35.1,0.32
"November, 1955",42.8,35.6,50,3.87
"October, 1955",58.5,50,67,9.16
"September, 1955",66.4,57.8,74.9,2.68
"August, 1955",77,68.2,85.7,13.07
"July, 1955",79.5,69.9,89.1,1.64
"June, 1955",68.2,58.6,77.7,3.1
"May, 1955",63.7,52.3,75,1.7
"April, 1955",52.2,42.9,61.4,2.98
"March, 1955",40.4,31.8,49.1,4.3
"February, 1955",33,24.9,41.2,3.12
"January, 1955",29.4,23.2,35.6,0.71
"December, 1954",34.8,28.5,41.2,3.95
"November, 1954",43.8,36.6,51.1,5.99
"October, 1954",59.9,51.1,68.7,2.05
"September, 1954",65.9,57.5,74.3,6.67
"August, 1954",71.9,62.7,81.1,7.29
"July, 1954",74.9,64.5,85.4,1.51
"June, 1954",70.3,60.3,80.3,1.13
"May, 1954",58.3,49.6,66.9,4.15
"April, 1954",52,42,62,3.12
"March, 1954",40.6,32.1,49,3.61
"February, 1954",38.5,30,47.1,1.9
"January, 1954",29.3,21.6,37,1.68
"December, 1953",39.5,32.6,46.4,4.65
"November, 1953",46.7,38,55.4,2.43
"October, 1953",58.1,48.4,67.8,3.67
"September, 1953",68,58.3,77.8,1.52
"August, 1953",74,64,84,2.11
"July, 1953",75.8,65.8,85.9,4.17
"June, 1953",71.6,60.7,82.5,2.3
"May, 1953",61.9,53.2,70.6,4.12
"April, 1953",50.7,42.6,58.7,6.15
"March, 1953",41.7,34.8,48.6,9.24
"February, 1953",37.1,29.4,44.9,2.39
"January, 1953",35.7,29.4,42,5.5
"December, 1952",36.9,31.2,42.6,4.72
"November, 1952",46,39.2,52.8,3.88
"October, 1952",53.3,43.4,63.3,0.76
"September, 1952",67.6,57.8,77.5,3.47
"August, 1952",73.6,65.3,81.8,7.08
"July, 1952",78.4,68.8,88,3.96
"June, 1952",72.4,62.6,82.2,5.16
"May, 1952",59.1,49.6,68.7,5.82
"April, 1952",53,44.5,61.6,6.68
"March, 1952",38.7,31.8,45.6,5.18
"February, 1952",34.4,27.8,41,2.51
"January, 1952",34.4,26.9,41.9,4.99
"December, 1951",37,29.9,44.2,5.21
"November, 1951",41.3,33.2,49.4,7.19
"October, 1951",57,48.9,65.1,4.66
"September, 1951",66.3,56.8,75.8,1.3
"August, 1951",73.2,64.3,82,3.42
"July, 1951",75.2,66.2,84.1,4.79
"June, 1951",68.6,59.8,77.4,2.98
"May, 1951",61.6,51.3,71.9,5
"April, 1951",51.4,42,60.8,2.84
"March, 1951",40.3,33.1,47.5,6.93
"February, 1951",34.6,26.4,42.8,4.39
"January, 1951",34.4,26.6,42.2,3.61
"December, 1950",33.4,27.4,39.4,5
"November, 1950",46.3,38.5,54.1,5.38
"October, 1950",58.2,49.5,66.8,1.77
"September, 1950",63.2,55.5,70.9,1.81
"August, 1950",71.8,63.4,80.2,5.36
"July, 1950",73.7,64.4,82.9,5.06
"June, 1950",69.4,59.6,79.2,2.52
"May, 1950",57,48.3,65.6,3.14
"April, 1950",46.7,38,55.4,2.14
"March, 1950",35.1,26.5,43.6,3.99
"February, 1950",30.2,23.7,36.7,4.17
"January, 1950",39.6,31.7,47.4,2.54
"December, 1949",37.7,30.7,44.7,2.85
"November, 1949",44,36.2,51.8,1.19
"October, 1949",61,52.3,69.6,1.85
"September, 1949",64.7,55.9,73.5,3.66
"August, 1949",75.1,65.9,84.2,3.73
"July, 1949",78.2,69,87.4,3.16
"June, 1949",72.5,62.8,82.3,0.13
"May, 1949",61.1,51,71.3,4.52
"April, 1949",51.7,42.2,61.2,4.22
"March, 1949",41.2,32.2,50.2,2.14
"February, 1949",37.2,29,45.5,3.28
"January, 1949",37,30.2,43.8,6.12
"December, 1948",36,28.6,43.4,6
"November, 1948",49.9,42.4,57.4,3.56
"October, 1948",54.5,45.8,63.2,2.17
"September, 1948",68,57.6,78.4,0.98
"August, 1948",74.2,65.5,82.8,4.05
"July, 1948",75.5,66,85,4.38
"June, 1948",68.4,59.1,77.8,5.57
"May, 1948",58.5,50,67,7.65
"April, 1948",49.1,40,58.2,3.71
"March, 1948",39.9,30.1,49.6,3.62
"February, 1948",28.4,20,36.7,2.14
"January, 1948",23.8,16.2,31.4,4.23
"December, 1947",32.1,25.3,39,4.04
"November, 1947",41.9,35,48.7,7.29
"October, 1947",61.2,50.4,72,2
"September, 1947",67.5,58.2,76.9,2.75
"August, 1947",74.8,65.8,83.8,3.05
"July, 1947",74.4,65.6,83.2,3.8
"June, 1947",67.4,57.7,77,3.51
"May, 1947",58.9,49,68.7,5.71
"April, 1947",49.2,39.8,58.6,5
"March, 1947",36.5,29,43.9,2.88
"February, 1947",27.8,19.8,35.8,2.39
"January, 1947",35.3,27.3,43.2,2.91
"December, 1946",36.3,28.2,44.4,2.15
"November, 1946",48.4,40.5,56.3,1.54
"October, 1946",59.7,49.9,69.4,1.19
"September, 1946",68.3,58.5,78.1,4.85
"August, 1946",70.3,62,78.7,5.58
"July, 1946",73.9,64.7,83.2,5.39
"June, 1946",68.5,57.9,79.1,4.26
"May, 1946",60.3,50.2,70.3,7.49
"April, 1946",48.8,39.1,58.6,1.54
"March, 1946",47.3,36.7,57.9,3.12
"February, 1946",29.8,21.3,38.2,2.19
"January, 1946",31.7,23.6,39.8,1.69
"December, 1945",28.8,22.7,35,4.8
"November, 1945",45.1,36.9,53.4,5.74
"October, 1945",54.3,44.9,63.8,2.28
"September, 1945",69.3,60.9,77.6,5.09
"August, 1945",72.5,63.2,81.8,3.9
"July, 1945",73.7,66,81.3,6.6
"June, 1945",69.6,60,79.1,3.75
"May, 1945",57.6,48.5,66.6,5.59
"April, 1945",54.3,44.5,64,3.68
"March, 1945",48.7,38,59.3,2.61
"February, 1945",31.6,24.3,39,3.08
"January, 1945",24,15.7,32.4,2.81
"December, 1944",31.2,24.3,38.1,3.34
"November, 1944",43.8,36.9,50.6,6.32
"October, 1944",54.7,45.5,63.9,2.62
"September, 1944",68.2,59.9,76.4,9.37
"August, 1944",76.2,65.7,86.6,1.99
"July, 1944",76.9,66.6,87.2,1.41
"June, 1944",71,61.2,80.8,3.74
"May, 1944",64.9,54.2,75.5,1.66
"April, 1944",47.1,38.2,56.1,5.41
"March, 1944",35.9,28.4,43.4,6.25
"February, 1944",31,23.1,38.8,2.18
"January, 1944",32,25.2,38.8,3.39
"December, 1943",31.6,23.1,40,1.32
"November, 1943",42.7,34.8,50.5,2.91
"October, 1943",53.8,45.6,61.9,8.19
"September, 1943",65.9,56.7,75,2.12
"August, 1943",74.2,64.9,83.4,3.07
"July, 1943",75.1,66.2,84,4.43
"June, 1943",74.6,65.2,84.1,2.93
"May, 1943",61,51.4,70.5,4.61
"April, 1943",44.7,35,54.5,2.33
"March, 1943",37.8,28.9,46.8,3.45
"February, 1943",32.2,23.6,40.8,1.77
"January, 1943",29.1,22.3,36,2.89
"December, 1942",30,23,37.1,4.69
"November, 1942",44.6,36.5,52.8,4.13
"October, 1942",56.5,48,65,2.66
"September, 1942",66.2,57.3,75.2,4.12
"August, 1942",72,64.2,79.8,8.68
"July, 1942",74.8,65.9,83.8,8.58
"June, 1942",69.7,60.8,78.7,3.53
"May, 1942",63.6,54.7,72.5,2.69
"April, 1942",52.4,41.2,63.7,1.32
"March, 1942",41,33.9,48.1,6.63
"February, 1942",27.8,20.5,35.1,2.64
"January, 1942",28.7,21,36.4,3.2
"December, 1941",37.4,30.4,44.5,4.45
"November, 1941",47.4,39.5,55.3,3.19
"October, 1941",58.8,50,67.6,2.09
"September, 1941",67.6,56.9,78.2,0.39
"August, 1941",72.3,62.8,81.8,5.76
"July, 1941",74.4,65.7,83.2,4.93
"June, 1941",70.1,60.5,79.7,5
"May, 1941",62.3,51.1,73.5,2.85
"April, 1941",54.6,43.6,65.6,2.04
"March, 1941",34,25.8,42.1,2.67
"February, 1941",29.1,22.3,35.8,2.93
"January, 1941",28.2,22.1,34.3,2.93
"December, 1940",36.4,29.5,43.4,2.64
"November, 1940",43.2,36.7,49.6,4.08
"October, 1940",51.4,42.7,60.1,2.65
"September, 1940",64.8,55.2,74.4,2.99
"August, 1940",70,61.8,78.2,4.97
"July, 1940",74.5,64.4,84.5,2.79
"June, 1940",68.6,58.6,78.7,3.55
"May, 1940",59,51.1,66.9,7.05
"April, 1940",45.1,37.1,53.1,5.71
"March, 1940",33.2,26.9,39.5,4.9
"February, 1940",30.8,24.2,37.4,2.62
"January, 1940",22.7,16.2,29.2,2.37
"December, 1939",35.2,28.4,42,1.68
"November, 1939",41.2,34.1,48.4,1.63
"October, 1939",55.2,46.2,64.1,4.42
"September, 1939",66.7,57.3,76.2,1.86
"August, 1939",76.3,68,84.4,5.06
"July, 1939",74.4,65,83.8,1.49
"June, 1939",71.3,61.5,81,3.78
"May, 1939",62.6,52,73.2,1.24
"April, 1939",46.6,38.7,54.4,4.21
"March, 1939",37.4,29.6,45.2,4.62
"February, 1939",34.9,26.2,43.6,5.76
"January, 1939",30.8,23.8,37.8,3.74
"December, 1938",35.2,29.1,41.2,3.23
"November, 1938",45.9,37.8,53.9,2.96
"October, 1938",58.1,48.7,67.5,1.79
"September, 1938",64.1,55.3,72.9,9.89
"August, 1938",76.5,67.2,85.8,3.1
"July, 1938",74.9,66.9,83,8.92
"June, 1938",68.9,59.6,78.2,7.47
"May, 1938",58.7,49.7,67.7,3.91
"April, 1938",52.1,42.4,61.8,3.28
"March, 1938",42.1,33,51.1,2.12
"February, 1938",33.6,25.5,41.6,1.88
"January, 1938",30.1,23.1,37,4.09
"December, 1937",33.5,27.9,39.1,2.22
"November, 1937",44,36.7,51.4,4.69
"October, 1937",54.3,46.2,62.5,4.99
"September, 1937",64.5,54.4,74.6,4.16
"August, 1937",76.2,67.6,84.8,6.82
"July, 1937",75.4,66,84.8,4.09
"June, 1937",70.3,61.2,79.4,4.26
"May, 1937",62.6,52,73.2,3.19
"April, 1937",48.2,40,56.2,4.81
"March, 1937",35.2,28.7,41.6,2.85
"February, 1937",33.5,26.2,40.8,2.32
"January, 1937",38.7,31.2,46.1,6.07
"December, 1936",37.7,30.2,45.2,6.9
"November, 1936",40.9,33,48.7,1.1
"October, 1936",56.1,47.4,64.8,4.12
"September, 1936",67.3,58.8,75.8,3.96
"August, 1936",74.9,65.5,84.3,3.58
"July, 1936",74.8,64.6,85.1,2.5
"June, 1936",68.9,60.1,77.6,5.74
"May, 1936",62.8,51.4,74.3,3.01
"April, 1936",46.3,38,54.6,3.75
"March, 1936",43.9,35.9,51.8,6.12
"February, 1936",23.8,16.2,31.5,2.29
"January, 1936",27.6,20.8,34.4,6.79
"December, 1935",28.9,23.6,34.2,1.1
"November, 1935",47.3,41.2,53.4,3.44
"October, 1935",56,46,65.9,2.32
"September, 1935",64.2,55,73.3,3.97
"August, 1935",73.5,65.1,81.9,1.66
"July, 1935",76.8,68,85.4,4.23
"June, 1935",69.4,59.6,79.2,4.22
"May, 1935",57.9,47.9,67.8,1.15
"April, 1935",48.6,40.8,56.5,1.58
"March, 1935",42.2,32.8,51.6,2.47
"February, 1935",29.7,21.8,37.7,2.67
"January, 1935",27.9,20.2,35.6,3.7
"December, 1934",32.7,26.3,39.2,2.86
"November, 1934",47,40.2,53.7,2.31
"October, 1934",53.2,44.8,61.6,2.65
"September, 1934",67.6,60.9,74.4,11.17
"August, 1934",70.4,62.2,78.6,2.73
"July, 1934",76.2,67,85.3,4.14
"June, 1934",72.4,62.9,81.9,3.79
"May, 1934",62.4,51.6,73.1,5.35
"April, 1934",48.7,39.6,57.8,4.05
"March, 1934",36.4,27.2,45.6,3.65
"February, 1934",17.8,7.9,27.6,2.98
"January, 1934",33.5,26.2,40.8,3.63
"December, 1933",31.6,24.6,38.6,3.15
"November, 1933",40,32.8,47.3,0.66
"October, 1933",54.7,45.4,64,2.52
"September, 1933",68.3,60.5,76.1,7.95
"August, 1933",73.8,66,81.5,9.04
"July, 1933",74.7,65.3,84.2,3.77
"June, 1933",71.4,61.4,81.2,3.24
"May, 1933",63.2,53.8,72.6,4.15
"April, 1933",49,41,57,5.54
"March, 1933",37.1,31,43.1,5.55
"February, 1933",32.7,24.3,41.1,3.15
"January, 1933",38.7,30.9,46.4,1.84
"December, 1932",37,30.2,43.8,2.14
"November, 1932",41.9,34,49.8,7.94
"October, 1932",56.9,49.1,64.6,5.36
"September, 1932",68,57.8,78.2,1.38
"August, 1932",75.3,65.1,85.5,2.46
"July, 1932",74.6,64.3,85,1.67
"June, 1932",69.2,59.2,79.3,3.46
"May, 1932",60.4,50.9,69.9,2.32
"April, 1932",47.7,37.8,57.6,2.65
"March, 1932",35.8,28.1,43.5,5.22
"February, 1932",34.4,26.8,41.9,2.72
"January, 1932",41.8,35.4,48.3,4.24
"December, 1931",39.6,32.1,47,2.38
"November, 1931",50.2,43.3,57.2,0.71
"October, 1931",60,50.1,69.8,2.85
"September, 1931",71.2,61.6,80.9,1.66
"August, 1931",74.4,65.9,82.8,3.45
"July, 1931",76.6,68.2,85.1,3.49
"June, 1931",70.3,60.4,80.2,4.37
"May, 1931",60,50.7,69.4,4.81
"April, 1931",49.6,40.7,58.4,4.27
"March, 1931",39,32.8,45.1,4.13
"February, 1931",32.1,24.3,40,2.44
"January, 1931",31.5,24.1,38.8,2.09
"December, 1930",34,28.7,39.4,2.65
"November, 1930",44.1,37.3,51,5.34
"October, 1930",54,45.1,62.9,1.46
"September, 1930",69.8,61.5,78.2,1.93
"August, 1930",72.3,62.8,81.8,4.27
"July, 1930",75,65,84.9,4.23
"June, 1930",71.9,61.9,81.8,3.83
"May, 1930",62.4,52,72.8,3.27
"April, 1930",47.2,38.2,56,2.48
"March, 1930",38.9,30.3,47.5,2.46
"February, 1930",35.2,26,44.5,2.58
"January, 1930",31.6,24.1,39.1,2.34
"December, 1929",33.7,27.2,40.2,3.07
"November, 1929",44,37.9,50.1,2.37
"October, 1929",53.3,44.4,62.3,4.18
"September, 1929",68.3,58.8,77.9,3.76
"August, 1929",71,61.3,80.6,1.96
"July, 1929",74.3,63.7,84.9,1.06
"June, 1929",70.2,60,80.5,2.21
"May, 1929",60,49.7,70.3,3.96
"April, 1929",49.3,41.4,57.2,6.19
"March, 1929",43.8,34.4,53.2,3.77
"February, 1929",31.3,23.8,38.9,4.4
"January, 1929",30.6,23.1,38,3.34
"December, 1928",37.7,31.7,43.7,1.06
"November, 1928",45.4,38.6,52.1,2.19
"October, 1928",57.6,48,67.2,0.95
"September, 1928",63.3,55.8,70.8,3.58
"August, 1928",74.6,67.7,81.6,5.05
"July, 1928",74.9,66.2,83.5,8.36
"June, 1928",66.2,58.5,73.9,7.09
"May, 1928",57.6,49.3,65.9,1.98
"April, 1928",46.4,37.3,55.4,4.42
"March, 1928",37.5,30.3,44.8,2.95
"February, 1928",31.5,23.4,39.6,4.61
"January, 1928",32.7,25.2,40.2,2.09
"December, 1927",35.2,28.5,42,3.9
"November, 1927",47.4,40.1,54.8,4.63
"October, 1927",58.1,49.1,67,8.44
"September, 1927",66.6,56.9,76.4,4.33
"August, 1927",67.5,59.6,75.3,9.94
"July, 1927",72.9,64.5,81.3,7.41
"June, 1927",66.2,56.1,76.2,3.29
"May, 1927",57.5,48.7,66.3,4.91
"April, 1927",47.4,37.7,57,2.59
"March, 1927",41.5,32.8,50.2,1.37
"February, 1927",34.9,28.4,41.4,2.84
"January, 1927",28.9,22.1,35.8,2.18
"December, 1926",28.2,21.2,35.1,3.5
"November, 1926",42.9,35.4,50.4,4.23
"October, 1926",53.3,45.1,61.6,4.6
"September, 1926",64.6,56.4,72.8,4.4
"August, 1926",73.1,65.6,80.5,6.86
"July, 1926",73.7,63.9,83.5,5.45
"June, 1926",65.3,55.5,75.2,1.83
"May, 1926",58.6,47.9,69.3,2.03
"April, 1926",45.3,36.8,53.9,1.88
"March, 1926",34.1,25.7,42.5,2.73
"February, 1926",27.8,21,34.6,5.64
"January, 1926",30.6,23.8,37.4,2.6
"December, 1925",33.9,28.2,39.6,2.97
"November, 1925",42,34.1,49.8,3.01
"October, 1925",49.1,41.9,56.3,4.47
"September, 1925",67.6,59,76.1,2.75
"August, 1925",72.1,62.1,82.2,1.6
"July, 1925",72.4,63.3,81.6,6.7
"June, 1925",73.4,62.6,84.2,3.68
"May, 1925",57.8,47.2,68.3,3.46
"April, 1925",50.6,40.6,60.7,1.86
"March, 1925",42.7,33.6,51.8,4.54
"February, 1925",36.3,28.6,44.1,2.79
"January, 1925",26.8,19.5,34.2,4.88
"December, 1924",32.7,25.9,39.5,2.42
"November, 1924",43.1,35.1,51.1,1.99
"October, 1924",55.8,45.1,66.5,0.38
"September, 1924",62.6,53.5,71.7,4.37
"August, 1924",72.8,62.8,82.8,5.04
"July, 1924",73,62.6,83.4,2.02
"June, 1924",67.2,57.4,76.9,2.66
"May, 1924",56,48,64.1,5.91
"April, 1924",47.7,39,56.3,5.66
"March, 1924",38.1,30.9,45.2,1.74
"February, 1924",27.3,20.8,33.8,4.22
"January, 1924",31.8,23.5,40.1,4.63
"December, 1923",41.1,35.2,47,4.49
"November, 1923",43.2,36,50.3,2.99
"October, 1923",54.8,45.6,63.9,5.27
"September, 1923",67.3,58.7,76,3.15
"August, 1923",71.4,61.2,81.6,1.41
"July, 1923",72.6,62.7,82.5,2.66
"June, 1923",72.1,61.5,82.7,2.6
"May, 1923",58.7,47.9,69.5,1.78
"April, 1923",49.4,39.4,59.4,2.81
"March, 1923",35.9,27.3,44.6,3.72
"February, 1923",24.8,17.9,31.7,2.4
"January, 1923",28.5,21.9,35.2,6.84
"December, 1922",32.8,26.7,39,3.44
"November, 1922",44.3,37.5,51.1,1.25
"October, 1922",57,47.4,66.5,1.87
"September, 1922",67.2,57.7,76.6,3.35
"August, 1922",71.8,63.6,79.9,3.14
"July, 1922",73,64.4,81.6,7.49
"June, 1922",70.9,62.7,79,6.8
"May, 1922",63,52.4,73.5,4.11
"April, 1922",50.1,40.6,59.5,2.02
"March, 1922",40.6,32.5,48.6,4.34
"February, 1922",32.4,24.8,40.1,2.39
"January, 1922",27.2,19.9,34.4,2.34
"December, 1921",32.2,25,39.4,2.3
"November, 1921",43.7,37.6,49.8,4.35
"October, 1921",55.6,45.4,65.8,0.81
