date,avg_temp,min_temp,max_temp,precipitation
"December, 1921",32.3,24.7,39.8,2.31
"November, 1921",43.8,37.4,50.3,3.97
"October, 1921",54.8,44.3,65.2,0.83
"September, 1921",70.8,61.4,80.2,2.01
"August, 1921",70.8,61.5,80.1,4.58
"July, 1921",77.3,68.5,86.2,4
"June, 1921",71,59.8,82.2,2.99
"May, 1921",60.3,50.3,70.3,4.67
"April, 1921",56.1,45.9,66.3,3.1
"March, 1921",48.5,38.3,58.7,2.6
"February, 1921",33.5,26.4,40.5,4.19
"January, 1921",33.2,25.1,41.3,2.66
"December, 1920",36.6,30.8,42.5,5.31
"November, 1920",43.4,37.4,49.4,4.11
"October, 1920",60.1,49.6,70.5,1.68
"September, 1920",67.2,58.3,76.1,3.45
"August, 1920",73.1,65.5,80.7,5.07
"July, 1920",72.7,62.8,82.6,6.91
"June, 1920",68.6,58.8,78.4,6.01
"May, 1920",57.4,47.4,67.4,3.12
"April, 1920",47.6,38.8,56.3,4.88
"March, 1920",39.8,30.5,49,4.59
"February, 1920",27.9,21,34.9,5.43
"January, 1920",23.5,16.6,30.4,2.7
"December, 1919",29.1,21.9,36.2,2.79
"November, 1919",43.8,36.7,51,3.69
"October, 1919",59.7,51.6,67.8,3.67
"September, 1919",66.4,57.4,75.4,3.8
"August, 1919",70.4,62.3,78.6,6.41
"July, 1919",74.5,66.2,82.8,8.47
"June, 1919",70.1,60.2,80,3.54
"May, 1919",61.2,51.7,70.7,4.91
"April, 1919",48.9,39.7,58,2.92
"March, 1919",43.2,34.7,51.7,6.04
"February, 1919",33.5,27,39.9,3.66
"January, 1919",34,27.3,40.8,3.36
"December, 1918",37.7,31.1,44.3,3.68
"November, 1918",44.4,37.5,51.2,2.19
"October, 1918",57.4,47.8,67,0.99
"September, 1918",62.6,53.5,71.7,3.23
"August, 1918",75,65.2,84.8,1.95
"July, 1918",73.2,63.2,83.3,4.3
"June, 1918",67,57.4,76.6,4.83
"May, 1918",64.5,54.1,74.8,4.56
"April, 1918",49.6,40.5,58.7,4.04
"March, 1918",41.5,31.3,51.7,1.7
"February, 1918",28.8,19.3,38.2,2.67
"January, 1918",20.1,13.3,26.9,3.69
"December, 1917",24.8,17.9,31.7,4.04
"November, 1917",39.8,31.2,48.3,0.62
"October, 1917",51.3,41.9,60.8,6.8
"September, 1917",62.2,52.8,71.6,2.75
"August, 1917",75.1,65.8,84.4,1.67
"July, 1917",74.8,66.8,82.9,5.6
"June, 1917",69.2,60,78.4,4.12
"May, 1917",53.7,45.3,62.1,3.91
"April, 1917",48,39,56.9,2.71
"March, 1917",37.7,30.8,44.7,4.55
"February, 1917",27.9,19.3,36.4,1.94
"January, 1917",31.3,24.1,38.4,3.11
"December, 1916",32.5,26.5,38.4,4.66
"November, 1916",43.4,35.1,51.8,1.92
"October, 1916",55.9,45.6,66.2,1.31
"September, 1916",66.1,55.8,76.4,3.07
"August, 1916",74.4,64.8,83.9,1.09
"July, 1916",75,67.2,82.9,5.64
"June, 1916",65,56.8,73.2,4.55
"May, 1916",60.6,51.6,69.5,3.57
"April, 1916",47.8,40,55.5,3.81
"March, 1916",31.2,24,38.3,3.61
"February, 1916",27.3,19.9,34.7,4.83
"January, 1916",34.7,26.8,42.6,1.23
"December, 1915",31.8,26.3,37.4,4.84
"November, 1915",44,35.7,52.2,1.69
"October, 1915",56.4,48.1,64.8,2.46
"September, 1915",69.1,59.9,78.3,2.29
"August, 1915",71.3,63.4,79.1,8.65
"July, 1915",73.2,64,82.4,5.55
"June, 1915",67.5,58,77,3.52
"May, 1915",57.9,48.5,67.3,3.41
"April, 1915",53.9,43.2,64.6,2.92
"March, 1915",36,27.6,44.4,1.28
"February, 1915",34.9,27.8,42,6.25
"January, 1915",33.1,26.8,39.4,6.88
"December, 1914",30.8,25.5,36.1,5.34
"November, 1914",43.2,34.5,51.8,3.17
"October, 1914",58.6,50,67.1,2.01
"September, 1914",65.2,53.6,76.9,0.29
"August, 1914",73.8,65,82.5,2.61
"July, 1914",72,64,80,6.49
"June, 1914",68.5,58.5,78.6,2.53
"May, 1914",63.2,51.7,74.7,2.74
"April, 1914",47.5,38.9,56.1,3.72
"March, 1914",35,27.7,42.4,4.13
"February, 1914",24.8,16.5,33.1,3.03
"January, 1914",30.8,23.8,37.8,4.74
"December, 1913",37.7,30.2,45.2,3.59
"November, 1913",45.9,38.2,53.6,2.5
"October, 1913",58.4,52.1,64.7,10.03
"September, 1913",64.4,56.2,72.6,3.91
"August, 1913",72.6,63.3,82,2.97
"July, 1913",74.8,64,85.6,2.36
"June, 1913",69.4,58.6,80.2,1.68
"May, 1913",60.1,49.8,70.4,3.12
"April, 1913",51.7,43.4,59.9,5.89
"March, 1913",44.4,35.3,53.6,5.81
"February, 1913",29.8,21.5,38,2.77
"January, 1913",39.5,31.6,47.3,3.53
"December, 1912",37,29.4,44.6,4.97
"November, 1912",45.5,37.6,53.4,3.75
"October, 1912",57.4,47.4,67.5,3.81
"September, 1912",65.9,58.3,73.5,4.22
"August, 1912",70.7,61.2,80.2,3.32
"July, 1912",74.4,64.4,84.3,3.74
"June, 1912",68.6,58.2,79,1.77
"May, 1912",61.4,51.4,71.5,4.93
"April, 1912",49.4,40.3,58.4,3.7
"March, 1912",36.3,28.3,44.4,8.31
"February, 1912",27.3,19.1,35.5,2.63
"January, 1912",22,14.6,29.4,2.61
"December, 1911",37.5,30.8,44.3,3.82
"November, 1911",40.8,33.3,48.3,5.13
"October, 1911",53.9,46.5,61.2,6.21
"September, 1911",66.7,58.8,74.6,2.19
"August, 1911",72.4,63.6,81.2,7.89
"July, 1911",76.9,67,86.8,2.96
"June, 1911",69.4,60,78.7,5.23
"May, 1911",64.2,53.3,75.2,1.14
"April, 1911",47.3,37.9,56.6,3.81
"March, 1911",37,27.9,46.1,3.67
"February, 1911",30.4,23.2,37.7,3.36
"January, 1911",32.8,25.7,39.9,3.3
"December, 1910",26.6,19.7,33.6,2.46
"November, 1910",39.9,33.8,46,4.57
"October, 1910",57.2,47.8,66.6,2.76
"September, 1910",67.6,59.3,75.8,1.92
"August, 1910",70.9,62.4,79.3,2.76
"July, 1910",76.5,66,87,0.73
"June, 1910",67.6,58.6,76.5,4.65
"May, 1910",60.3,50.4,70.2,2.3
"April, 1910",53.1,43.3,62.8,5.01
"March, 1910",43.6,33.5,53.6,1.36
"February, 1910",30.1,22.4,37.8,3.33
"January, 1910",29.4,22,36.9,5.5
"December, 1909",30,23.6,36.3,4.54
"November, 1909",46.1,38.4,53.6,1.95
"October, 1909",51.5,42.4,60.7,0.73
"September, 1909",64.8,56.4,73.2,2.73
"August, 1909",71,61.6,80.3,6.47
"July, 1909",72.6,61.7,83.5,1.8
"June, 1909",70.6,61,80.1,3.15
"May, 1909",60.1,50.4,69.8,1.73
"April, 1909",49.4,40.1,58.7,6.25
"March, 1909",37.6,29.5,45.8,3.52
"February, 1909",36.5,28.3,44.7,4.99
"January, 1909",32.1,24.6,39.5,3.2
"December, 1908",33.9,27,40.8,3.55
"November, 1908",42.6,35.2,49.9,0.98
"October, 1908",57.6,48.8,66.4,2.15
"September, 1908",66.4,57.5,75.3,1.66
"August, 1908",71.9,63.1,80.6,6.1
"July, 1908",76.8,67.2,86.4,4.6
"June, 1908",71.4,59.9,82.8,1.96
"May, 1908",61.2,52.2,70.2,8
"April, 1908",50.8,40.7,60.9,2.45
"March, 1908",40.6,32.3,48.8,2.73
"February, 1908",27.1,18.8,35.4,5.14
"January, 1908",31,23.6,38.5,3.97
"December, 1907",35.8,29.5,42.2,4.79
"November, 1907",42.9,36.5,49.3,5.43
"October, 1907",50.4,41.1,59.7,4.29
"September, 1907",67.1,59.5,74.7,6.98
"August, 1907",71.1,61.8,80.4,2.7
"July, 1907",74.5,65.1,84,1.6
"June, 1907",65.7,56.3,75,3.4
"May, 1907",55,45.9,64.2,4.47
"April, 1907",44.9,36.1,53.7,4.04
"March, 1907",39.7,31.3,48.2,3.21
"February, 1907",22.9,14.5,31.4,2.56
"January, 1907",31.4,23.9,38.8,4.04
"December, 1906",32.5,25.6,39.4,4.04
"November, 1906",43.2,36.1,50.2,1.34
"October, 1906",54.7,47.7,61.8,4.05
"September, 1906",68.8,60.1,77.4,2.22
"August, 1906",74.9,67.9,81.8,3.15
"July, 1906",74.4,66,82.8,4.87
"June, 1906",71.3,61.8,80.8,3.01
"May, 1906",61.4,50.9,71.9,4.73
"April, 1906",51,40.4,61.7,4.83
"March, 1906",33.3,27,39.6,4.99
"February, 1906",30.4,21.5,39.3,2.43
"January, 1906",36.1,29.2,43.1,2.92
"December, 1905",36.5,29.1,43.9,3.47
"November, 1905",41.4,32,50.9,2
"October, 1905",55.4,45.7,64.9,2.79
"September, 1905",66,58,73.9,5.56
"August, 1905",71.7,64.1,79.4,5.78
"July, 1905",75.5,67.1,83.9,4.74
"June, 1905",68.4,58.4,78.3,3.08
"May, 1905",60.2,50.2,70.2,1.36
"April, 1905",49.5,40,59,2.75
"March, 1905",38.7,30.2,47.2,3.79
"February, 1905",23,14.6,31.5,2.28
"January, 1905",27,20.1,33.9,4.08
"December, 1904",26.8,19.9,33.7,2.52
"November, 1904",39.4,32,46.8,2.36
"October, 1904",51.5,41.5,61.4,4.36
"September, 1904",64.3,55.8,72.7,4.91
"August, 1904",70.5,62.3,78.7,7.82
"July, 1904",72.8,64.4,81.2,5.59
"June, 1904",68.7,59.1,78.3,2.51
"May, 1904",62.8,51.9,73.8,2.53
"April, 1904",46.1,37.2,55,3.8
"March, 1904",35.4,28.4,42.4,3.91
"February, 1904",23.6,14.8,32.4,2.58
"January, 1904",22.5,15.1,29.9,3.52
"December, 1903",28.5,20.9,36,3.75
"November, 1903",39.8,31.1,48.5,1.12
"October, 1903",55.8,48,63.6,9.55
"September, 1903",65.6,56.8,74.4,3.55
"August, 1903",68.1,61.1,75.2,6.87
"July, 1903",74.2,64.6,83.8,4.44
"June, 1903",63.8,56.6,70.9,9.06
"May, 1903",62.8,51.4,74.3,0.58
"April, 1903",50.5,41.1,59.9,3.72
"March, 1903",47,38.3,55.7,4.82
"February, 1903",32.4,24.2,40.7,4.45
"January, 1903",29.2,21.7,36.8,4.14
"December, 1902",30.8,23.6,37.9,7.23
"November, 1902",48.3,39.9,56.7,1.62
"October, 1902",55.9,47.8,63.9,6.43
"September, 1902",64.7,57.3,72.1,4.75
"August, 1902",70.5,61.5,79.4,3.97
"July, 1902",73.1,64.4,81.8,4.56
"June, 1902",67.8,57,78.6,6.19
"May, 1902",59.8,49.2,70.4,1.89
"April, 1902",49.8,40.8,58.8,3.61
"March, 1902",43.2,34.8,51.6,4.56
"February, 1902",27.3,20.8,33.8,6.85
"January, 1902",28.4,20.9,35.9,3.29
"December, 1901",32.4,25,39.8,7.52
"November, 1901",37.7,31.1,44.2,2.17
"October, 1901",54.1,44.2,64,2.24
"September, 1901",66.7,57.8,75.5,2.77
"August, 1901",73.7,66.4,81,9.09
"July, 1901",77.5,69.5,85.5,6.81
"June, 1901",70.5,59.6,81.4,1.25
"May, 1901",57.6,48.9,66.2,6.17
"April, 1901",47.6,40.8,54.4,7.37
"March, 1901",38,30.3,45.8,5.59
"February, 1901",24.6,17.7,31.4,0.88
"January, 1901",30.3,23.4,37.3,2.18
"December, 1900",33,25.3,40.7,2.25
"November, 1900",46.2,38.7,53.7,4.46
"October, 1900",59.5,52.1,66.9,4.01
"September, 1900",69.4,60.9,77.9,2.81
"August, 1900",76.2,67.3,85.1,3.02
"July, 1900",76.3,66.2,86.4,5.57
"June, 1900",70.8,61.1,80.4,2.45
"May, 1900",60.4,49.2,71.6,4.9
"April, 1900",50,40,60.2,2.43
"March, 1900",33.9,25.5,42.4,3.63
"February, 1900",30.1,21.2,39.1,6.09
"January, 1900",31,22.3,39.6,4.27
"December, 1899",35.5,27.6,43.3,2.39
"November, 1899",43.2,35.6,50.7,2.62
"October, 1899",56.8,49.1,64.5,2.16
"September, 1899",64.4,55.4,73.4,5.67
"August, 1899",72.7,64.7,80.6,3.27
"July, 1899",74.6,65.3,83.8,5.93
"June, 1899",72.8,61.6,84,2
"May, 1899",60.9,50.2,71.6,1.75
"April, 1899",48.9,38.1,59.7,1.78
"March, 1899",36.8,30.2,43.3,7.36
"February, 1899",25.5,18.2,32.9,5.76
"January, 1899",29.4,21.1,37.7,4.4
"December, 1898",32.7,26,39.3,3.59
"November, 1898",42.3,34.8,49.7,7.36
"October, 1898",56.6,48.7,64.5,5.9
"September, 1898",68.9,59.3,78.5,1.89
"August, 1898",74.9,67.1,82.7,5.04
"July, 1898",75.6,66.8,84.4,4.95
"June, 1898",70.5,60.3,80.7,1.77
"May, 1898",58.2,50.6,65.7,7.74
"April, 1898",46.9,38.1,55.6,3.87
"March, 1898",44.4,36.1,52.6,3.6
"February, 1898",32.4,24.7,40.1,4.03
"January, 1898",32.3,25.8,38.8,4.45
"December, 1897",34.9,28,41.7,4.98
"November, 1897",43.4,35.9,50.8,4.78
"October, 1897",55.3,46.7,63.8,1.59
"September, 1897",65.1,55.8,74.3,1.84
"August, 1897",71.2,63,79.4,6.44
"July, 1897",75.3,67.5,83.2,14.64
"June, 1897",66.4,56.5,76.3,3.24
"May, 1897",60.7,51.2,70.1,6.41
"April, 1897",49.6,38.7,60.5,3.58
"March, 1897",39.7,31.7,47.8,2.96
"February, 1897",31.8,24.6,39,3.34
"January, 1897",28.7,21.2,36.2,2.94
"December, 1896",30.9,23,38.8,1.27
"November, 1896",47.6,38.9,56.2,3.15
"October, 1896",51.6,44.8,58.5,1.9
"September, 1896",64.9,56.3,73.5,4.66
"August, 1896",73.7,64.8,82.7,1.64
"July, 1896",75.3,66.8,83.8,5.8
"June, 1896",68,58.6,77.5,5.6
"May, 1896",64.8,54.4,75.2,3.61
"April, 1896",52,42.3,61.8,1.62
"March, 1896",32.3,23.7,40.9,5.83
"February, 1896",30.7,22.1,39.3,7.25
"January, 1896",27.4,20.5,34.3,1.5
"December, 1895",36.1,27.9,44.4,2.98
"November, 1895",44.9,36.4,53.5,3.52
"October, 1895",49.7,39.1,60.3,4.02
"September, 1895",69.6,59,80.1,0.9
"August, 1895",74.2,64.6,83.8,2.88
"July, 1895",70.8,61.6,80,4.87
"June, 1895",71.9,62.4,81.3,2.78
"May, 1895",60.7,50.2,71.2,2.79
"April, 1895",47.7,38.8,56.7,4.38
"March, 1895",35.5,27.3,43.7,3.01
"February, 1895",23.4,14.4,32.5,1.06
"January, 1895",27.8,20.5,35,4.88
Source: National Centers for Environmental Information,,,,
